"DevelopmentRegion","RegionalDistrict","Municipality","Statistics","date","values"
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-02 (Feb)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-03 (Mar)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-04 (Apr)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-05 (May)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-06 (Jun)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-07 (Jul)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-08 (Aug)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-09 (Sep)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid ($ sum)","2017-10 (Oct)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-01 (Jan)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-02 (Feb)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-03 (Mar)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-04 (Apr)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-05 (May)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-06 (Jun)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-07 (Jul)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-08 (Aug)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-09 (Sep)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","PTT Paid Median ($ median)","2017-10 (Oct)",NA
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RECREATIONAL TOTAL (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - ACREAGE (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - COMMERCE (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - FARM (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - MULTI-FAMILY (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - OTHER (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-02 (Feb)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-03 (Mar)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-06 (Jun)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-07 (Jul)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-08 (Aug)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-10 (Oct)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-02 (Feb)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-03 (Mar)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-06 (Jun)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-07 (Jul)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-08 (Aug)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-10 (Oct)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-02 (Feb)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-03 (Mar)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-06 (Jun)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-07 (Jul)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-08 (Aug)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","RESIDENTIAL TOTAL (count)","2017-10 (Oct)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-01 (Jan)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-02 (Feb)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-03 (Mar)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-04 (Apr)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-05 (May)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-06 (Jun)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-07 (Jul)",1
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-08 (Aug)",2
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-09 (Sep)",0
"Thompson/Okanagan","CENTRAL OKANAGAN","WESTBANK FIRST NATION","Total Market Transactions (count)","2017-10 (Oct)",2
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-01 (Jan)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-02 (Feb)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-03 (Mar)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-04 (Apr)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-05 (May)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-06 (Jun)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-07 (Jul)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-08 (Aug)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-09 (Sep)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","Additional Tax Paid ($ sum)","2017-10 (Oct)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-01 (Jan)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-02 (Feb)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-03 (Mar)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-04 (Apr)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-05 (May)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-06 (Jun)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-07 (Jul)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-08 (Aug)",1
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-09 (Sep)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - COMMERCE (count)","2017-10 (Oct)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-01 (Jan)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-02 (Feb)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-03 (Mar)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-04 (Apr)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-05 (May)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-06 (Jun)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-07 (Jul)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-08 (Aug)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-09 (Sep)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - OTHER (count)","2017-10 (Oct)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-01 (Jan)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-02 (Feb)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-03 (Mar)",1
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-04 (Apr)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-05 (May)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-06 (Jun)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-07 (Jul)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-08 (Aug)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-09 (Sep)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-10 (Oct)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-01 (Jan)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-02 (Feb)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-03 (Mar)",1
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-04 (Apr)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-05 (May)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-06 (Jun)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-07 (Jul)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-08 (Aug)",1
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-09 (Sep)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","COMMERCIAL TOTAL (count)","2017-10 (Oct)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-01 (Jan)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-02 (Feb)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-03 (Mar)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-04 (Apr)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-05 (May)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-06 (Jun)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-07 (Jul)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-08 (Aug)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-09 (Sep)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FARM TOTAL (count)","2017-10 (Oct)",0
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-01 (Jan)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-02 (Feb)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-03 (Mar)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-04 (Apr)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-05 (May)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-06 (Jun)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-07 (Jul)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-08 (Aug)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-09 (Sep)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average ($ mean)","2017-10 (Oct)",NA
"Vancouver Island/Coast","CAPITAL","CITY OF COLWOOD","FMV Average of Foreign Involvement Transactions ($ mean)","2017-01 (Jan)",NA
